Date,SO2,CO,CO2,O3,PM10,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
Nov-14,4.1,0.59,0,36.5,75,36,22.06,2.76,19.3,0,0,0,2.05,24.45,71.55
Dec-14,3.7,0.51,0,22.8,88,41,24.51,4.69,19.82,0,0,0,2.41,17.58,71.27
Dec-14,3.8,0.47,431.26,21.4,83,43,22.06,3.77,18.29,0,0,0,3.19,19.79,71.6
Dec-14,3.7,0.49,0,25.1,94,39,23.71,5.07,18.63,0,0,0,2.8,18.01,74.17
Dec-14,4.1,0.64,0,23.4,79,39,27.6,4.23,23.37,0,0,0,2.51,18.41,69.98
Jan-15,3.7,0.65,0,30.8,83,43,24.5,3,21.5,0,0,0,2.32,18.21,68.3
Jan-15,3.4,0.51,0,28.2,92,46,22.1,3.67,18.42,0,0,0,2.24,17.54,69.29
Jan-15,3.7,0.47,0,27.8,82,49,19.81,2.95,16.86,0,0,0,2.85,18.41,69.9
Jan-15,3.4,0.48,0,32,95,43,21.44,4.1,17.35,0,0,0,2.52,17.77,74.34
Feb-15,3.3,0.61,0,33.4,78,39,21.3,2.55,18.75,0,0,0,2.33,19.74,70.07
Feb-15,2.8,0.46,0,34.3,84,36,18.48,3.59,14.89,0,0,0,2.55,18.96,75.72
Feb-15,3.3,0.46,0,30.8,83,45,17.47,2.61,14.86,0,0,0,2.83,0,72.47
Feb-15,2.9,0.49,0,30.3,87,40,19.17,3.09,16.08,0,0,0,2.25,18.8,71.12
Mar-15,3.7,0.44,422.5,28.1,66,38,17.97,2.41,15.56,0,0,0,2.82,22.3,74.69
Mar-15,3.3,0.46,0,30.7,74,29,19.91,3.53,16.38,0,0,0,2.62,21.95,76.41
Mar-15,3.7,0.58,0,31.2,63,30,21.36,2.32,19.04,0,0,0,2.33,22.42,71.62
Mar-15,3.2,0.47,0,28.6,74,33,18.46,2.61,15.85,0,0,0,2.17,21.67,72.73
Apr-15,2.9,0.34,0,32.7,57,21,14.63,2.58,12.05,0,0,0,2.63,25.3,74
Apr-15,3,0.35,0,32.1,60,22,15.28,1.92,13.36,0,0,0,2.27,24.99,68.58
Apr-15,3.2,0.42,0,35.7,50,20,14.34,1.32,13.01,0,0,0,2.3,25.79,68.89
Apr-15,3.3,0.32,416.23,31.7,49,25,13.62,1.9,11.72,0,0,0,2.96,24.86,73.07
May-15,2.3,0.29,0,24.5,43,16,10.49,1.76,8.73,0,0,0,1.78,28.14,74.17
May-15,2.4,0.23,417.05,22.9,34,16,10.45,1.75,8.7,0,0,0,2.24,27.19,77.59
May-15,2.4,0.3,0,23,41,15,13.12,2.55,10.58,0,0,0,2.18,28.33,80.18
May-15,2.8,0.34,0,26.4,31,13,11.34,1.43,9.91,0,0,0,1.96,28.57,75.24
Jun-15,2.7,0.16,417.81,17.9,26,9,9.44,1.84,7.61,0,0,0,2.5,29.72,71.97
Jun-15,2.8,0.21,0,18.1,31,8,10.45,2.36,8.09,1.873,0.167,1.71,2.44,31.28,72.12
Jun-15,3,0.23,0,18.6,24,7,8.42,1.52,6.89,1.864,0.095,1.77,2.12,30.32,68.67
Jun-15,2.6,0.22,0,18.6,32,9,8.07,1.77,6.3,1.996,0.067,1.93,1.92,30.63,69.73
Jul-15,2.1,0.19,409.69,25.7,29,13,7.94,1.35,6.58,0,0,0,2.67,29.17,78.91
Jul-15,2.2,0.23,0,26.6,35,13,7.75,1.36,6.39,1.977,0.06,1.92,2.08,29.44,74.22
Jul-15,2.5,0.24,0,25.4,34,12,10.6,2.24,8.36,1.876,0.155,1.72,2.51,29.64,77.93
Jul-15,2.6,0.29,0,26.1,30,12,9.52,1.64,7.87,1.973,0.117,1.86,2.18,28.98,73.74
Aug-15,2.8,0.27,0,22.3,35,12,13.67,3.25,10.43,1.929,0.212,1.72,2.13,28.99,81.38
Aug-15,2.4,0.19,412.15,23.4,29,13,8.25,1.69,6.55,0,0,0,2.8,28.61,81.23
Aug-15,2.8,0.34,0,23.8,27,11,12.04,2.36,9.68,2.023,0.141,1.88,2.07,28.42,75.4
Aug-15,2.6,0.25,0,23.4,34,12,8.76,1.73,7.02,2.104,0.084,2.02,2.01,28.83,78.2
Sep-15,2.9,0.34,0,39.3,46,22,11.41,1.39,10.01,2.167,0.093,2.07,1.92,28.61,74.27
Sep-15,3.4,0.43,0,43,40,20,12.93,1.57,11.35,2.14,0.157,1.98,2.15,28.44,70.41
Sep-15,2.6,0.29,414.02,39.2,43,24,10.01,1.28,8.73,0,0,0,2.38,28.53,78.29
Sep-15,2.8,0.33,0,40.3,45,22,12.9,1.7,11.23,1.954,0.153,1.8,2.26,29.2,77.93
Oct-15,2.9,0.4,0,36.5,67,28,14.01,1.92,12.09,2.143,0.106,2.04,1.83,26.92,76.66
Oct-15,3.7,0.49,0,41.2,52,28,16.63,1.82,14.81,2.211,0.182,2.03,1.96,26.82,72.54
Oct-15,3.2,0.39,0,38.9,57,29,15.21,1.74,13.5,2.001,0.155,1.85,2.01,27.48,80.24
Oct-15,3.3,0.36,419.91,37.2,61,33,12.41,1.53,10.88,0,0,0,2.08,27.21,79.98
Nov-15,3.5,0.4,428.05,33.4,70,36,15.52,1.96,13.56,0,0,0,2.38,25.79,77.8
Nov-15,3.6,0.45,0,32.4,84,33,18.53,2.77,15.76,2.184,0.137,2.05,2.02,24.86,74.82
Nov-15,3.3,0.4,0,34.6,74,33,16.43,1.76,14.78,2.035,0.162,1.87,2.25,25.64,78.76
Nov-15,3.8,0.55,0,37.2,65,30,19.66,2.12,17.54,2.225,0.208,2.02,2.14,25.13,70.77
Dec-15,3.8,0.45,427.57,25.1,69,38,20.23,2.79,17.45,0,0,0,3.08,21.78,76.33
Dec-15,3.6,0.61,0,28.1,66,33,23.62,3.4,20.22,2.236,0.218,2.02,2.52,20.84,71.5
Dec-15,3.2,0.45,0,28,75,32,18.2,2.34,15.95,2.057,0.16,1.9,2.81,21.21,77.93
Dec-15,3.6,0.48,0,25,78,33,22.24,3.99,18.24,2.14,0.132,2.01,2.49,20.32,75.42
Jan-16,3.1,0.63,0,22.3,55,36,25.04,4.23,20.81,2.178,0.222,1.96,2.69,17.42,73.29
Jan-16,2.6,0.48,0,23,58,33,18.3,2.76,15.55,2.009,0.161,1.85,2.87,17.89,80.39
Jan-16,2.8,0.49,0,21.9,61,32,22.94,4.34,18.6,2.144,0.129,2.02,2.56,17.47,81.67
Jan-16,3,0.46,430.17,21.5,54,32,19.54,2.74,16.8,0,0,0,3.38,18.69,79.65
Feb-16,3,0.58,0,29,65,34,21.59,2.84,18.76,2.115,0.18,1.94,2.69,17.29,70.75
Feb-16,3.1,0.43,432.93,27.2,63,38,17.1,2.04,15.05,0,0,0,3.46,17.17,74.29
Feb-16,2.7,0.45,0,28.8,70,37,16.63,2.25,14.39,1.951,0.133,1.82,2.87,17.81,72.03
Feb-16,3,0.47,0,28.6,74,37,19.74,2.84,16.9,2.162,0.111,2.05,2.61,17.12,74.49
Mar-16,3.3,0.63,0,29.1,63,44,25.91,3.37,22.54,2.21,0.25,1.96,2.2,19.65,73.24
Mar-16,3.2,0.43,433.83,27.2,62,38,18.72,2.28,16.43,0,0,0,2.63,19.22,77.81
Mar-16,3.1,0.46,0,28.3,67,42,20.38,3.1,17.28,2.09,0.2,1.9,2.3,20.06,75.53
Mar-16,3,0.47,0,28.2,73,39,22.3,3.23,19.06,2.25,0.14,2.11,2.07,19.38,77.93
Apr-16,3,0.41,0,29.1,60,33,13.98,1.99,11.99,2.188,0.105,2.08,1.74,25.97,75.58
Apr-16,3.2,0.46,0,31.4,45,31,15.68,1.79,13.87,2.112,0.183,1.93,1.95,26.21,71.98
Apr-16,3.1,0.35,429.49,28.9,51,30,12.26,1.38,10.87,0,0,0,2.18,25.6,78.15
Apr-16,3.2,0.42,0,29.8,55,32,12.65,2.02,10.63,2.017,0.2,1.82,2.18,26.56,74.95
May-16,2.9,0.27,425.3,27.1,38,19,11.22,1.5,9.7,0,0,0,2.39,27.6,77.46
May-16,2.6,0.33,0,26.9,43,21,10.83,2.07,8.75,1.942,0.167,1.78,2.51,28.74,73.29
May-16,3.2,0.34,0,28.6,38,20,13.11,1.58,11.53,2.025,0.15,1.87,2.01,28.18,70.87
May-16,2.9,0.32,0,26.4,48,21,11.59,1.87,9.71,2.098,0.085,2.01,1.86,28.23,73.01
Jun-16,2.3,0.24,0,17.7,28,9,0,0,0,1.872,0.186,1.69,2.87,29.57,76.29
Jun-16,2.8,0.25,0,18.4,22,10,10.1,1.87,8.22,1.928,0.134,1.79,2.15,29.11,73.83
Jun-16,2.4,0.22,0,19.6,29,10,8.22,1.87,6.35,2.01,0.064,1.95,1.77,29.39,74.52
Jun-16,2.2,0.16,413.62,20.1,26,10,8.86,1.72,7.14,0,0,0,2.6,28.51,78.74
Jul-16,2.3,0.15,410.96,23.2,25,12,7.68,2.2,5.49,0,0,0,2.77,29,76.79
Jul-16,2.5,0.2,0,24,30,12,10.14,2.54,7.6,1.825,0.152,1.67,3.04,30.18,73.7
Jul-16,2.6,0.22,0,22.6,25,12,9.12,1.44,7.67,1.902,0.116,1.79,2.3,29.62,70.5
Jul-16,2.2,0.19,0,22.9,28,12,7.67,1.65,6.02,1.997,0.051,1.95,1.93,29.78,72.29
Aug-16,2.8,0.2,413.03,32.3,31,17,7.82,1.26,6.56,0,0,0,2.2,28.55,79.46
Aug-16,2.8,0.28,0,31.2,39,19,12.01,2.59,9.42,1.907,0.194,1.71,2.62,29.61,76.12
Aug-16,2.4,0.27,0,32.7,39,18,8.83,1.39,7.44,2.093,0.066,2.03,1.7,29.33,75.25
Aug-16,2.9,0.27,0,33.3,31,18,10.28,1.46,8.83,1.976,0.147,1.83,2.02,28.86,73.5
Sep-16,2.8,0.32,0,32.7,34,19,12.21,1.94,10.27,1.97,0.16,1.81,2.45,27.64,76.17
Sep-16,2.5,0.27,0,29.7,39,16,10.19,1.78,8.42,1.971,0.066,1.91,2.16,27.78,78.42
Sep-16,2.8,0.23,412.83,31.3,33,17,8.59,1.33,7.26,0,0,0,3.44,27.5,81.37
Sep-16,2.8,0.3,0,29.6,40,17,12.68,2.62,10.06,1.911,0.179,1.73,3.18,28.27,79.35
Oct-16,3.3,0.43,0,33.5,47,28,15.23,1.43,13.8,2.047,0.172,1.87,1.92,27.41,74.59
Oct-16,2.9,0.34,0,29.8,59,27,13.3,1.99,11.31,2.077,0.098,1.98,1.77,27.53,77.68
Oct-16,3.2,0.34,0,30.4,55,28,14.52,2.63,11.88,1.958,0.167,1.79,2.22,27.99,79.56
Oct-16,2.9,0.29,429.08,30.7,53,29,12.1,1.81,10.3,0,0,0,2.25,27.51,79.71
Nov-16,3.1,0.4,0,29.1,73,33,18.76,2.64,16.11,2.131,0.145,1.99,2.07,23.86,75.74
Nov-16,3.3,0.37,430.84,29.6,63,33,17.43,2.35,15.08,0,0,0,2.52,24.54,76.73
Nov-16,3.2,0.4,0,29.7,69,33,19.62,3.35,16.27,2.033,0.163,1.87,2.21,24.4,76.62
Nov-16,3.5,0.51,0,32.8,62,35,20.78,2.25,18.53,2.108,0.2,1.91,2.14,23.96,71.01
Dec-16,3,0.43,0,25.1,82,35,21.59,3.29,18.3,2.117,0.136,1.98,2.29,20.68,75.74
Dec-16,3.3,0.41,432.36,25.4,72,38,20.87,3.04,17.83,0,0,0,2.72,21.47,78.36
Dec-16,2.9,0.43,0,26.2,80,36,21.62,3.81,17.81,2.162,0.161,2,2.37,21.58,76.55
Dec-16,3.3,0.55,0,27.5,72,39,23.86,2.89,20.98,2.121,0.205,1.92,2.32,20.45,71.72
Jan-17,2.8,0.42,0,28.4,78,33,18.1,2.86,15.24,2.117,0.126,1.99,2.48,19.66,76.25
Jan-17,3.3,0.43,430.03,25.9,72,36,19.11,3.15,15.96,0,0,0,2.85,20.55,77.63
Jan-17,3.2,0.54,0,29.7,72,38,21.71,2.84,18.87,2.087,0.176,1.91,2.38,18.91,71.62
Jan-17,3,0.43,0,26.4,80,35,19.57,2.88,16.68,2.107,0.11,2,2.36,19.15,75.86
Feb-17,2.8,0.42,0,29.6,85,38,17.69,2.33,15.36,2.096,0.107,1.99,2.47,18.2,72.9
Feb-17,2.8,0.52,0,32,71,39,19.27,1.95,17.34,2.041,0.172,1.87,2.46,18.02,67.45
Feb-17,2.6,0,427.94,27.9,73,37,16.99,2.59,14.4,0,0,0,3.08,19.88,75.03
Feb-17,2.6,0.42,0,30.9,81,34,17.48,2.8,14.68,2.14,0.143,2,2.6,18.95,72.19
Mar-17,3.3,0.44,0,39.1,78,37,18.34,2.42,15.91,2.178,0.136,2.04,2.59,21.84,71.96
Mar-17,3,0.46,432.73,33.7,70,38,16.65,2.07,14.57,0,0,0,2.93,22.98,73.05
Mar-17,3.1,0.44,0,34,83,38,18.71,2.18,16.54,2.149,0.118,2.03,2.33,21.07,72.2
Mar-17,3.1,0.54,0,40.2,68,38,19.54,1.82,17.75,2.061,0.177,1.88,2.31,21.36,66.28
Apr-17,2.9,0.42,0,40.8,48,26,15.24,2.12,13.12,2.04,0.143,1.9,2.08,25.15,66.01
Apr-17,2.7,0.37,0,34.3,61,30,14.44,1.55,12.89,2.156,0.105,2.05,1.89,24.16,70.91
Apr-17,2.7,0.37,0,38.8,55,26,14.82,1.93,12.9,2.132,0.138,1.99,2.36,24.89,71.62
Apr-17,3,0.33,428.17,33.6,51,26,13.43,1.82,11.61,0,0,0,2.39,24.54,72.01
May-17,3.2,0.26,429.53,30.9,44,22,10.88,1.63,9.25,0,0,0,2.1,27.17,72.06
May-17,2.9,0.31,0,31.2,56,24,12.08,1.56,10.52,2.018,0.085,1.93,1.77,27.16,73.23
May-17,3.2,0.35,0,39.8,42,22,11.69,1.12,10.56,1.977,0.129,1.85,1.98,28.35,67.77
May-17,2.6,0.31,0,36.9,49,22,12.86,2.3,10.57,2.089,0.121,1.97,2.31,28.03,74.13
Jun-17,2.4,0.22,0,17.1,30,9,11.59,2.85,8.74,2.005,0.173,1.83,2.87,29.54,77.62
Jun-17,2.6,0.23,0,17.6,23,9,8.63,1.56,7.08,1.851,0.104,1.75,2.18,29.88,72.33
Jun-17,2.2,0.21,0,17.4,30,10,8.34,1.8,6.54,1.889,0.07,1.82,1.74,28.97,74.89
Jun-17,2.2,0.13,418.28,16.8,25,8,8.45,1.96,6.48,0,0,0,2.71,28.42,74.14
Jul-17,3.1,0.17,425.91,24.5,28,13,8.01,1.52,6.48,0,0,0,2.35,28.51,77.87
Jul-17,2.8,0.24,0,24.7,34,13,12.77,2.77,9.99,2.038,0.156,1.88,2.45,29.72,76.21
Jul-17,2.8,0.27,0,26.9,29,13,11,1.63,9.35,1.889,0.117,1.77,2.1,30.26,69.92
Jul-17,2.6,0.22,0,25.1,36,14,8.85,1.69,7.16,2.06,0.073,1.99,1.62,29.06,74.84
Aug-17,2.3,0.18,421.06,20.3,30,12,8.17,1.69,6.47,0,0,0,2.19,29.65,85.79
Aug-17,1.4,0.23,0,22.7,35,13,11.35,2.55,8.8,2.058,0.172,1.89,2.43,30.86,76.39
Aug-17,2.3,0.23,0,20.8,36,13,7.78,1.37,6.4,2.153,0.065,2.09,1.67,30.18,70.46
Aug-17,2.7,0.25,0,21.8,29,13,8.97,1.02,7.97,1.862,0.111,1.75,1.98,30.78,70.51
Sep-17,3.3,0.32,0,34.4,36,19,11.52,1.58,9.93,1.951,0.131,1.82,1.94,30.16,73.02
Sep-17,3,0.28,0,31.9,46,23,10.25,1.15,9.07,2.136,0.084,2.05,1.74,29.91,72.86
Sep-17,2.8,0.22,426.37,29.5,42,21,10.16,2.38,7.78,0,0,0,2.13,29.86,81.75
Sep-17,2.3,0.28,0,35.4,43,21,12.32,1.98,10.33,2.098,0.142,1.96,2.35,30.57,73
Oct-17,3.1,0.4,0,38.1,58,24,15.48,2.4,13.08,2.031,0.148,1.88,2.1,26.99,75.83
Oct-17,2.7,0.32,0,34.8,66,24,12.62,1.41,11.18,2.141,0.091,2.05,2.21,26.71,74.93
Oct-17,2.7,0.34,0,39.4,67,25,14.68,2.06,12.61,2.122,0.13,1.99,2.46,27.42,72.16
Oct-17,2.8,0.29,430.38,34.3,63,24,11.58,1.76,9.81,0,0,0,2.58,26.97,81.33
Nov-17,2.7,0.37,0,26.6,84,27,16.9,1.75,15.13,2.164,0.114,2.05,2.31,23.57,79.43
Nov-17,2.8,0.34,430.19,26.2,71,30,15.44,2.19,13.25,0,0,0,2.83,24.35,82.98
Nov-17,2.7,0.37,0,32.2,74,28,15.75,1.9,13.85,2.135,0.117,2.02,2.51,24.28,77.36
Nov-17,2.7,0.46,0,30.4,69,29,18.06,2.65,15.41,2.079,0.165,1.91,2.21,23.76,81.21
Dec-17,2.9,0.41,0,26.3,89,32,19.63,2.18,17.43,2.029,0.131,1.9,2.49,18.89,76.15
Dec-17,3.2,0.38,433.66,25.5,69,31,17.76,2.42,15.33,0,0,0,3.19,19.87,75.53
Dec-17,3,0.41,0,31.1,81,30,18.44,2.36,16.07,2.14,0.128,2.01,2.72,19.64,72.93
Dec-17,2.8,0.48,0,28.8,77,32,20.47,3.11,17.35,2.08,0.172,1.91,2.44,19.03,78.07
Jan-18,2.8,0.4,437,21.6,54,30,18.29,2.73,15.56,0,0,0,3.06,18.84,78.96
Jan-18,2.4,0.42,0,26.1,66,30,19.14,2.94,16.2,2.139,0.128,2.01,2.59,18.68,76.68
Jan-18,2.4,0.5,0,26.1,65,30,20.82,3.54,17.28,2.068,0.175,1.89,2.47,18.11,79.63
Jan-18,2.5,0.41,0,22.4,74,28,19.59,2.55,17.03,1.961,0.116,1.85,2.45,18,78.62
Feb-18,2.2,0.45,0,26.7,83,37,18.59,1.85,16.72,2.073,0.115,1.96,2.54,17.37,78.37
Feb-18,2.4,0.54,0,30.2,68,36,20.22,2.69,17.52,2.117,0.165,1.95,2.6,17.65,77.51
Feb-18,2.4,0.44,0,29.4,77,35,17.69,2.06,15.62,2.13,0.115,2.02,2.75,18.17,74.82
Feb-18,2.6,0.42,438.23,25.3,69,35,16.87,2.07,14.81,0,0,0,3.25,18.11,75.84
Mar-18,2.9,0.35,434.17,31.2,64,31,14.2,1.89,12.3,0,0,0,2.56,22.73,73.44
Mar-18,2.9,0.47,0,39.1,60,33,19.05,2.64,16.41,2.136,0.166,1.97,2.09,22.48,70.7
Mar-18,2.7,0.4,0,33.1,81,34,16.54,1.76,14.76,2.297,0.119,2.18,2.12,21.92,72.83
Mar-18,2.8,0.4,0,35.5,68,35,18.31,2.96,15.34,2.195,0.155,2.04,2.48,22.7,68.23
Apr-18,2.9,0.37,0,43.3,56,25,12.93,2,10.93,2.007,0.111,1.9,2.13,25.73,69.07
Apr-18,2.7,0.34,0,34.2,71,29,12.44,0.77,11.63,2.145,0.083,2.06,1.91,25.39,70.34
Apr-18,2.6,0.33,0,38.4,71,27,12.63,1.71,10.91,2.101,0.113,1.99,2.44,26.06,66.96
Apr-18,3,0.31,432.2,31,63,28,11.53,1.51,10.01,0,0,0,2.3,25.64,72.92
May-18,2.6,0.22,427.61,21.3,39,17,10.12,1.8,8.32,0,0,0,2.34,28.89,75.92
May-18,2,0.25,0,27,45,15,10.7,2.29,8.4,2.022,0.122,1.9,2.54,29.6,70.76
May-18,2.8,0.25,0,28.2,36,15,9.99,2.03,7.95,1.883,0.082,1.8,2.19,28.98,73.7
May-18,2.7,0.26,0,23.2,47,18,10.33,1.24,9.07,2.054,0.073,1.98,1.84,29.17,71.83
Jun-18,2.6,0.27,0,30.2,44,14,12.05,2.61,9.43,2.076,0.168,1.91,2.71,29.49,76.26
Jun-18,2.6,0.29,0,30,33,13,11.35,2.28,9.07,1.909,0.105,1.8,2.34,28.94,78.35
Jun-18,2.5,0.24,0,26.6,47,17,8.39,0.95,7.42,2.022,0.071,1.95,1.87,29.02,76.65
Jun-18,2.6,0.2,427.46,25.4,39,12,8.42,1.72,6.7,0,0,0,2.41,28.72,80.38
Jul-18,2.1,0.2,0,22.5,36,17,6.84,1,5.81,2.019,0.055,1.97,1.68,29.28,78.08
Jul-18,2.3,0.22,0,24.1,34,12,11.27,2.67,8.61,2.05,0.178,1.87,2.5,29.65,77.28
Jul-18,2.5,0.15,423.27,21.4,32,10,6.67,1.61,5.06,0,0,0,2.17,28.66,82.1
Jul-18,2.4,0.25,0,24.5,28,12,10.12,2.18,7.95,1.87,0.097,1.77,2.06,29.2,78.8
Aug-18,2.4,0.28,0,23.8,28,10,13.04,3.14,9.9,2.17,0.241,1.93,2.79,28.35,82.78
Aug-18,2.1,0.18,415.78,23,25,7,7.43,1.87,5.56,0,0,0,2.58,27.62,84.98
Aug-18,2.1,0.28,0,23.9,25,9,11,2.67,8.33,1.931,0.104,1.83,2.09,27.81,84.96
Aug-18,2,0.23,0,24.4,27,14,6.27,1.12,5.13,2.095,0.055,2.04,1.77,28.35,80.56
Sep-18,2.4,0.27,0,33.3,48,18,11.26,1.8,9.44,2.117,0.118,2,2.4,29.03,74.9
Sep-18,2.4,0.26,0,29.8,50,22,9.03,1.05,7.97,2.059,0.068,1.99,1.95,28.76,76.25
Sep-18,2.6,0.32,0,32.7,47,18,11.04,1.92,9.12,1.975,0.112,1.86,2.1,28.93,76.34
Sep-18,2.4,0.22,424.92,28.4,42,16,9.17,1.63,7.54,0,0,0,2.4,28.35,79.68
Oct-18,3,0.38,0,48.6,77,29,15.19,1.97,13.22,2.239,0.121,2.12,2.33,25.63,70.42
Oct-18,3.1,0.37,0,39.6,71,34,14.17,1.33,12.82,2.135,0.102,2.03,2.08,25.27,73.99
Oct-18,3.4,0.34,431.55,39.8,69,30,13.5,1.44,12.05,0,0,0,2.54,25.54,75.87
Oct-18,3.5,0.44,0,47.2,68,30,16.29,1.99,14.29,2.124,0.152,1.97,2.25,25.85,72.38
Nov-18,3,0.35,436.85,26.6,68,32,15.73,2.23,13.49,0,0,0,2.32,24.06,82.03
Nov-18,2.9,0.39,0,26.1,69,38,16.67,1.87,14.79,2.172,0.126,2.05,1.9,23.69,80.14
Nov-18,3,0.39,0,34.3,74,31,17.96,2.59,15.37,2.248,0.141,2.11,2.13,24.07,78.54
Nov-18,3.3,0.48,0,32.9,69,31,19.72,2.49,17.24,2.143,0.174,1.97,2.09,24.42,78.47
